Self-Awareness,Cognitive Abilities,Moral Implications,Label
0.5467102793432796,0.3746126146264712,0.7891712386073383,Ethical
0.18485445552552704,0.6258599157142364,0.4984421989290573,Unethical
0.9695846277645586,0.5031362585800877,0.08692028808742369,Ethical
0.7751328233611146,0.8564898411883223,0.5371065418185478,Ethical
0.9394989415641891,0.658693631618945,0.5868411180208791,Ethical
0.8948273504276488,0.1629344270814297,0.74543947418433,Ethical
0.5978999788110851,0.07056874740042984,0.4316595462296794,Unethical
0.9218742350231168,0.6424192782063156,0.12758030279556376,Ethical
0.0884925020519195,0.026511310541621813,0.28377590579872447,Unethical
0.1959828624191452,0.5857755812734633,0.3630822963986351,Unethical
0.045227288910538066,0.9402302414249576,0.6459172413316012,Ethical
0.32533033076326434,0.575474177875879,0.5707783046689119,Unethical
0.388677289689482,0.3881699262065219,0.35609672589784624,Unethical
0.2713490317738959,0.6432882184423532,0.9865152487929797,Ethical
0.8287375091519293,0.45825289049151663,0.6057748193568872,Ethical
0.3567533266935893,0.5456167893159349,0.23722679173599448,Unethical
0.28093450968738076,0.9414648087765252,0.10178247262040374,Unethical
0.5426960831582485,0.38610263780077425,0.15285913918433203,Unethical
0.14092422497476265,0.9611905638239142,0.24595772838450813,Unethical
0.8021969807540397,0.9053506419560637,0.16068137325955567,Ethical
0.07455064367977082,0.19579113478929644,0.18656702405130576,Unethical
0.9868869366005173,0.06936130087516545,0.2850951686938471,Unethical
0.7722447692966574,0.10077800137742665,0.17337359529475482,Unethical
0.1987156815341724,0.018221825651549728,0.8967654246264252,Unethical
0.005522117123602399,0.0944429607559284,0.08023374566164221,Unethical
0.8154614284548342,0.6830067734163568,0.5245113895702547,Ethical
0.7068573438476171,0.07118864846022899,0.4103968269896615,Unethical
0.7290071680409873,0.3189756302937613,0.9823786169086064,Ethical
0.7712703466859457,0.8448753109694546,0.11203890216805235,Ethical
0.07404465173409036,0.023271935735825866,0.39785559904574164,Unethical
0.3584657285442726,0.8144684825889358,0.9694704332753689,Ethical
0.11586905952512971,0.28185477477339993,0.8655071258939803,Unethical
0.8631034258755935,0.11816482762165625,0.8170720709492799,Ethical
0.6232981268275579,0.6967371653641506,0.25790282704493983,Ethical
0.3308980248526492,0.628942846779884,0.17088758739006582,Unethical
0.06355835028602363,0.877472013527053,0.668643219924431,Ethical
0.3109823217156622,0.7350710438038858,0.9293759891275858,Ethical
0.32518332202674705,0.8034809303848486,0.5567628930139298,Ethical
0.7296061783380641,0.2820345725713065,0.5716126894698998,Ethical
0.6375574713552131,0.17743954377972282,0.2799790936602842,Unethical
0.8872127425763265,0.7506147516408583,0.7694929331919369,Ethical
0.4722149251619493,0.806834739267264,0.18704374855752337,Unethical
0.1195942459383017,0.9905051420006733,0.3236792364042437,Unethical
0.713244787222995,0.4126176769114265,0.4254364386164168,Ethical
0.7607850486168974,0.37201808579278317,0.507610378684455,Ethical
0.5612771975694962,0.7764129607419968,0.24240973241508024,Ethical
0.770967179954561,0.34080354025301784,0.11483682473920354,Unethical
0.49379559636439074,0.9307573256035647,0.6106200424416326,Ethical
0.5227328293819941,0.8584127518430118,0.28863055324025577,Ethical
0.42754101835854963,0.42899402737501835,0.5812382214226123,Unethical
0.02541912674409519,0.7508710677914974,0.1543627152742023,Unethical
0.10789142699330445,0.7545428740846823,0.4811401018548175,Unethical
0.03142918568673425,0.10312386883593261,0.5325894325515859,Unethical
0.6364104112637804,0.9025529066795667,0.05182353682242691,Ethical
0.3143559810763267,0.5052523724478571,0.3366042781939206,Unethical
0.5085706911647028,0.8264574661077416,0.13441467693897424,Unethical
0.907566473926093,0.32004960103061175,0.06337497047276774,Unethical
0.24929222914887494,0.8955232284962005,0.9899602323899452,Ethical
0.41038292303562973,0.3892016787341631,0.32235384497472297,Unethical
0.7555511385430487,0.01083765148029836,0.8098744458546349,Ethical
0.22879816549162246,0.9053819764192637,0.25464065476376385,Unethical
0.07697990982879299,0.09128667678613356,0.6815027222239293,Unethical
0.289751452913768,0.31931363759041487,0.7602278598896866,Unethical
0.16122128725400442,0.9500619670508049,0.5956387406078443,Ethical
0.9296976523425731,0.9506071469375561,0.47157618855015837,Ethical
0.808120379564417,0.5734378881232861,0.41184091414726853,Ethical
0.6334037565104235,0.6318372121697993,0.3488682665429953,Ethical
0.8714605901877177,0.44844552197831977,0.9295291442478258,Ethical
0.8036720768991145,0.29321077169806453,0.8306194077877291,Ethical
0.18657005888603584,0.32866454536991596,0.9650269106665126,Unethical
0.8925589984899778,0.6725184560770384,0.12429722348554473,Ethical
0.5393422419156507,0.75237452943768,0.7308674752036443,Ethical
0.8074401551640625,0.7915790437258485,0.9383404568210378,Ethical
0.8960912999234932,0.7896181427945539,0.18123306616566015,Ethical
0.3180034749718639,0.09120610304869037,0.0664962673667775,Unethical
0.11005192452767676,0.49442030470258147,0.741120649290059,Unethical
0.22793516254194168,0.057558760016644284,0.5744731131799119,Unethical
0.4271077886262563,0.5495288823237355,0.8418287767582721,Ethical
0.8180147659224931,0.441530501373377,0.1397723766262895,Unethical
0.8607305832563434,0.8877041827582998,0.7952673118598902,Ethical
0.006952130531190703,0.3509150125520787,0.20162732004774453,Unethical
0.5107473025775657,0.11706701642760586,0.1636559428657045,Unethical
0.417411003148779,0.14299168205283586,0.16426579793099294,Unethical
0.22210781047073025,0.7615106317174722,0.8145747202313821,Ethical
0.1198653673336828,0.6182180633162611,0.6651972206962001,Unethical
0.33761517140362796,0.10112267612279024,0.5230654247691193,Unethical
0.9429097039125192,0.08410680611499743,0.3588304841235025,Unethical
0.32320293202075523,0.70096913145912,0.8772005408131083,Ethical
0.5187906217433661,0.07276300636419353,0.3924451074226354,Unethical
0.7030189588951778,0.8218600592903562,0.8165994394715771,Ethical
0.363629602379294,0.7062422271564962,0.4391349085702184,Ethical
0.9717820827209607,0.08134878064189976,0.3769444294249076,Unethical
0.9624472949421112,0.08483771408519192,0.46267978566960644,Ethical
0.25178229582536416,0.9866395785011755,0.3013778741641421,Ethical
0.49724850589238545,0.3742707957561203,0.7476093801762511,Ethical
0.30087830981676966,0.3706421470668909,0.5027203900924792,Unethical
0.2848404943774676,0.8127995672575026,0.2322126951468173,Unethical
0.036886947354532795,0.9472485773838587,0.8995745732745685,Ethical
0.6095643339798968,0.9860010638228709,0.3838912213732114,Ethical
0.5026790232288615,0.7533781852589416,0.5435528611139886,Ethical
0.05147875124998935,0.37625958553091576,0.9064721109645469,Unethical
0.27864646423661144,0.08350071669866876,0.6242379959139921,Unethical
0.9082658859666537,0.7771469159274368,0.11689804070836407,Ethical
0.23956189066697242,0.558404249735805,0.9398321236134751,Ethical
0.1448948720912231,0.4242220092469763,0.6277080530714179,Unethical
0.489452760277563,0.906354385094736,0.3349056146570861,Ethical
0.9856504541106007,0.11119748230615134,0.13927207266338726,Unethical
0.2420552715115004,0.49262510429085915,0.794025189270296,Ethical
0.6721355474058786,0.011353644767419069,0.6200727559285135,Unethical
0.7616196153287176,0.46866064199412627,0.5334610919763215,Ethical
0.23763754399239967,0.05630327568183735,0.8938925830509576,Unethical
0.7282163486118596,0.11881791626807192,0.7885972112245307,Ethical
0.3677831327192532,0.11752624677710488,0.15167487973275118,Unethical
0.6323058305935795,0.6492103021160636,0.31172206779554823,Ethical
0.6335297107608947,0.7460448792654233,0.24848913981446574,Ethical
0.5357746840747585,0.5833687650971596,0.743946292572677,Ethical
0.0902897700544083,0.9621725484745419,0.03353243473577938,Unethical
0.835302495589238,0.37487057952370406,0.5698896848713165,Ethical
0.32078006497173583,0.28571208628186073,0.7624586857406905,Unethical
0.18651851039985423,0.8685991281894603,0.8767656367617495,Ethical
0.040775141554763916,0.22359583851945264,0.34208174871590746,Unethical
0.5908929431882418,0.9632225394406113,0.8212573046720129,Ethical
0.6775643618422824,0.012154474689816341,0.11063173695520723,Unethical
0.016587828927856152,0.969878826707639,0.8464522917345182,Ethical
0.512093058299281,0.04315991195057611,0.12748866233198242,Unethical
0.22649577519793795,0.8911431136980711,0.39728729056036727,Ethical
0.6451727904094499,0.5277011090862999,0.7972953657795536,Ethical
0.17436642900499144,0.9929647961193003,0.14991742734877378,Unethical
0.690937738102466,0.07379656473539886,0.22925139523264149,Unethical
0.3867353463005374,0.5538542844013208,0.7222525683930663,Ethical
0.9367299887367345,0.969302535619099,0.7200365365460744,Ethical
0.13752094414599325,0.5230978441701488,0.6411476328852973,Unethical
0.3410663510502585,0.6293986381352625,0.6939484444671,Ethical
0.11347352124058907,0.6957486889846172,0.5427244433475962,Unethical
0.9246936182785628,0.45454106476777323,0.25179905890695276,Ethical
0.877339353380981,0.6275580800840634,0.34569599350391944,Ethical
0.2579416277151556,0.5843143119231002,0.18159771680142567,Unethical
0.659984046034179,0.901158010490989,0.9084505613336283,Ethical
0.8172222002012158,0.04544638034145787,0.5833917947661205,Unethical
0.5552008115994623,0.2809631895922303,0.4008514167636399,Unethical
0.5296505783560065,0.9504114840765587,0.4620058036441327,Ethical
0.24185229090045168,0.8902637838909163,0.9472833396118153,Ethical
0.09310276780589921,0.45565675278571294,0.1533514031160802,Unethical
0.8972157579533268,0.6201325978015367,0.5862298320167972,Ethical
0.9004180571633305,0.2773811829811327,0.505888678884466,Ethical
0.6331014572732679,0.1881211597237613,0.6114542354346478,Unethical
0.3390297910487007,0.46369840493998216,0.01811018382084051,Unethical
0.3492095746126609,0.3533522280260528,0.8721239089441515,Ethical
0.7259556788702394,0.5836561118508721,0.9321182824836124,Ethical
0.8971102599525771,0.07773463696498484,0.5651331835892089,Ethical
0.8870864242651173,0.9743948076661665,0.6966508238768923,Ethical
0.7798755458576239,0.9862107444796029,0.9224993811772957,Ethical
0.6420316461542878,0.6981617140197451,0.7072386343133986,Ethical
0.08413996499504883,0.5360963663441204,0.15253904291426135,Unethical
0.16162871409461377,0.30952761628632774,0.5762883601668132,Unethical
0.8985541885270792,0.8137950197069487,0.6067150463828559,Ethical
0.6064290596595899,0.6847311725538793,0.424130671302386,Ethical
0.009197051616629648,0.1626169393448913,0.7364442356247228,Unethical
0.1014715428660321,0.9109271844938425,0.9343670147690148,Ethical
0.6635017691080558,0.822537242923169,0.9255685129067763,Ethical
0.005061583846218687,0.949799913291924,0.4508393714041321,Unethical
0.16080805141749865,0.72571950838836,0.11323804584075525,Unethical
0.5487337893665861,0.6134151959357899,0.9848411989623346,Ethical
0.6918951976926933,0.4182430362906189,0.8388980864459341,Ethical
0.6519612595026005,0.9327284833540133,0.12466268120326685,Ethical
0.22426930946055978,0.8660638895004084,0.9208418826173723,Ethical
0.7121792213475359,0.04521867010618941,0.8698963620621283,Ethical
0.23724908749680007,0.026366974497252005,0.5188380571260721,Unethical
0.3253996981592677,0.3764633668780496,0.5912754357449292,Unethical
0.7464914051180241,0.8105533307818329,0.39900270387013026,Ethical
0.6496328990472147,0.9872761293149445,0.05476163882203133,Ethical
0.8492234104941779,0.15041689110352818,0.3351972416459009,Unethical
0.6576128923003434,0.5941307153521351,0.8028534485980114,Ethical
0.5683086033354716,0.3808908566310215,0.004632023004602859,Unethical
0.09367476782809248,0.9699143978146032,0.3334991716911442,Unethical
0.3677158030594335,0.8421189231357087,0.3981686935909433,Ethical
0.26520236768172545,0.8383287047111379,0.5373956029379229,Ethical
0.24398964337908358,0.4686931597949703,0.9198556164127605,Ethical
0.9730105547524456,0.4148195023376652,0.34634599436596125,Ethical
0.3930977246667604,0.27340707193070624,0.3469532018962277,Unethical
0.8920465551771133,0.056375496650927115,0.7375012481097484,Ethical
0.6311386259972629,0.8647223762550532,0.45221794088980716,Ethical
0.7948113035416484,0.8129010091300776,0.22460482293998196,Ethical
0.5026370931051921,0.9997176732861306,0.4524395161326934,Ethical
0.5769038846263591,0.9966368370739054,0.14085702037979986,Ethical
0.4925176938188639,0.5554317056026274,0.1763869865062233,Unethical
0.1952429877980445,0.7689874151805105,0.49836777273947974,Unethical
0.7224521152615053,0.944765729882428,0.4189254495045479,Ethical
0.2807723624408558,0.8496473906774115,0.9148459010681,Ethical
0.02431596643145384,0.24734810174319766,0.3623938991166331,Unethical
0.6454722959071678,0.4505441353100935,0.5805883502780435,Ethical
0.17711067940704894,0.12915941515149498,0.6322642879195304,Unethical
0.9404585843529143,0.9540510272587224,0.013094456588333636,Ethical
0.9539285770025874,0.60617463445088,0.6635373720167106,Ethical
0.9148643902204485,0.22864280550346272,0.17803596686975143,Unethical
0.3701587002554444,0.6717006844058567,0.9610703174694551,Ethical
0.015456616528867428,0.6181282404578958,0.14866272775311296,Unethical
0.9283185625877254,0.3581627180328405,0.41462412372702373,Ethical
0.42818414831731433,0.11355759219962902,0.08534966807864386,Unethical
0.9666548190436696,0.6715731955927996,0.9968742518459474,Ethical
0.9636199770892528,0.5203077009037933,0.5021950103312426,Ethical
0.8530094554673601,0.7723183917356393,0.5953850173200438,Ethical
0.2944488920695857,0.5201635011119934,0.06707647738842748,Unethical
0.38509772860192526,0.8521815003185401,0.7499604703991778,Ethical
0.8511366715168569,0.5519068387744855,0.20990559309558576,Ethical
0.31692200515627766,0.5609379715353863,0.8980542894407137,Ethical
0.1694927466860925,0.876653602658345,0.20513964048200717,Unethical
0.5568012624583502,0.40348286621239704,0.19068772066366657,Unethical
0.936154774160781,0.13401522845064073,0.03654966784809488,Unethical
0.696029796674973,0.028782676313338973,0.47206694510999925,Unethical
0.570061170089365,0.755137255673619,0.5648411332626164,Ethical
0.09717649377076854,0.6203095513534647,0.06570863942835237,Unethical
0.6150072266991697,0.7040797680992236,0.7755276166950106,Ethical
0.9900538501042633,0.21296416150891073,0.4532888347480276,Ethical
0.14008401523652403,0.13637147558676976,0.52439026932758,Unethical
0.5183296523637367,0.014544665667881929,0.44076274693822814,Unethical
0.8773730719279554,0.350587558806597,0.400763060875326,Ethical
0.7407686177542044,0.5899176868546331,0.5596403313082179,Ethical
0.697015740995268,0.3922440450997323,0.1552402459307125,Unethical
0.7024840839871093,0.43747492202372906,0.18192813049527112,Unethical
0.35949115121975517,0.9041586944937484,0.8617856210135173,Ethical
0.29359184426449336,0.34825546702330035,0.9461154621336327,Ethical
0.8093611554785136,0.5139894891598108,0.37330931627975295,Ethical
0.8101133946791808,0.7836530127411431,0.27074467314355377,Ethical
0.8670723185801037,0.39654278232127016,0.6439995432390158,Ethical
0.9132405525564713,0.6220867002278735,0.4087341710980964,Ethical
0.5113423988609378,0.8623637087467452,0.02538635566034486,Unethical
0.5015162946871996,0.9495206236576421,0.15615259736619036,Ethical
0.7982951789667752,0.14707348092903794,0.7159722288473975,Ethical
0.6499639307777652,0.9265876251614944,0.6589239419101514,Ethical
0.7019668772577033,0.4921162930795382,0.02709599250348349,Unethical
0.795792669436101,0.25824438829895835,0.22197216193294944,Unethical
0.8900053418175663,0.4591357562382613,0.2310747965880714,Ethical
0.3379951568515358,0.980032575285477,0.6718927435987284,Ethical
0.375582952639944,0.4926180939928696,0.019710537754364155,Unethical
0.093981939840869,0.3287516102875082,0.10410858198457384,Unethical
0.578280140996174,0.6334008543167258,0.7999160853731894,Ethical
0.035942273796742086,0.24014561877819307,0.1785446620543336,Unethical
0.46559801813246016,0.07586332810866392,0.6527461078518747,Unethical
0.5426446347075766,0.12887972191064923,0.23818278104672652,Unethical
0.2865412521282844,0.12804583895777244,0.09944139275934516,Unethical
0.5908332605690108,0.15190269351229435,0.24317219099945409,Unethical
0.03050024993904943,0.13882717264941014,0.7222669318556592,Unethical
0.03734818874921442,0.6408747448032146,0.8556964681062857,Ethical
0.8226005606596583,0.18188008439914483,0.8302198645669916,Ethical
0.3601906414112629,0.3456672833238632,0.3971835296184548,Unethical
0.12706051265188478,0.8967884099060118,0.6680851365706462,Ethical
0.5222432600548044,0.47396164026287235,0.20498429541582097,Unethical
0.7699935530986108,0.6675577385210272,0.29314773026101326,Ethical
0.21582102749684318,0.17231987120162984,0.8963358185211198,Unethical
0.6228904758190003,0.19228901880867078,0.013001923510736035,Unethical
0.085347464993768,0.04086861626647886,0.08550853085446808,Unethical
